Name;Order;Runs;Balls;4s;6s;SR;minutes at crease;Players Team;Match;Result;Team1;;Team1 Innings;Wickets1;Team2;Team2 Innings;Wickets2;
V Sehwag;2;47;41;4;2;114.63;67;Kings XI Punjab;10th match (N), Pepsi Indian Premier League at Pune, Apr 15 2015;Daredevils won by 5 wickets (with 1 ball remaining);Kings XI Punjab;;165;7;Delhi Daredevils;169;5¾;19,5/20 ov)
WP Saha æ;3;39;28;0;3;139.28;38;Kings XI Punjab;10th match (N), Pepsi Indian Premier League at Pune, Apr 15 2015;Daredevils won by 5 wickets (with 1 ball remaining);Kings XI Punjab;;165;7;Delhi Daredevils;169;5¾;19,5/20 ov)
DA Miller;4;5;7;0;0;71.42;18;Kings XI Punjab;10th match (N), Pepsi Indian Premier League at Pune, Apr 15 2015;Daredevils won by 5 wickets (with 1 ball remaining);Kings XI Punjab;;165;7;Delhi Daredevils;169;5¾;19,5/20 ov)
GJ Maxwell;5;15;5;0;2;300;6;Kings XI Punjab;10th match (N), Pepsi Indian Premier League at Pune, Apr 15 2015;Daredevils won by 5 wickets (with 1 ball remaining);Kings XI Punjab;;165;7;Delhi Daredevils;169;5¾;19,5/20 ov)
GJ Bailey (c);6;19;11;1;1;172.72;15;Kings XI Punjab;10th match (N), Pepsi Indian Premier League at Pune, Apr 15 2015;Daredevils won by 5 wickets (with 1 ball remaining);Kings XI Punjab;;165;7;Delhi Daredevils;169;5¾;19,5/20 ov)
AR Patel;7;12;10;0;1;130;13;Kings XI Punjab;10th match (N), Pepsi Indian Premier League at Pune, Apr 15 2015;Daredevils won by 5 wickets (with 1 ball remaining);Kings XI Punjab;;165;7;Delhi Daredevils;169;5¾;19,5/20 ov)
MA Agarwal;1;68;48;7;2;141.66;94;Delhi Daredevils;10th match (N), Pepsi Indian Premier League at Pune, Apr 15 2015;Daredevils won by 5 wickets (with 1 ball remaining);Kings XI Punjab;;165;7;Delhi Daredevils;169;5¾;19,5/20 ov)
SS Iyer;2;6;5;1;0;120;12;Delhi Daredevils;10th match (N), Pepsi Indian Premier League at Pune, Apr 15 2015;Daredevils won by 5 wickets (with 1 ball remaining);Kings XI Punjab;;165;7;Delhi Daredevils;169;5¾;19,5/20 ov)
JP Duminy (c);3;21;19;3;0;110.52;22;Delhi Daredevils;10th match (N), Pepsi Indian Premier League at Pune, Apr 15 2015;Daredevils won by 5 wickets (with 1 ball remaining);Kings XI Punjab;;165;7;Delhi Daredevils;169;5¾;19,5/20 ov)
Yuvraj Singh;4;54;39;5;3;138.46;56;Delhi Daredevils;10th match (N), Pepsi Indian Premier League at Pune, Apr 15 2015;Daredevils won by 5 wickets (with 1 ball remaining);Kings XI Punjab;;165;7;Delhi Daredevils;169;5¾;19,5/20 ov)
AD Mathews;5;6;4;1;0;150;10;Delhi Daredevils;10th match (N), Pepsi Indian Premier League at Pune, Apr 15 2015;Daredevils won by 5 wickets (with 1 ball remaining);Kings XI Punjab;;165;7;Delhi Daredevils;169;5¾;19,5/20 ov)
KM Jadhav æ;6;3;5;0;0;60;6;Delhi Daredevils;10th match (N), Pepsi Indian Premier League at Pune, Apr 15 2015;Daredevils won by 5 wickets (with 1 ball remaining);Kings XI Punjab;;165;7;Delhi Daredevils;169;5¾;19,5/20 ov)
MK Tiwary;7;0;0;0;0;-;1;Delhi Daredevils;10th match (N), Pepsi Indian Premier League at Pune, Apr 15 2015;Daredevils won by 5 wickets (with 1 ball remaining);Kings XI Punjab;;165;7;Delhi Daredevils;169;5¾;19,5/20 ov)
DA Warner (c);1;21;14;3;1;150;25;Sunrisers Hyderabad;11th match (N), Pepsi Indian Premier League at Visakhapatnam, Apr 16 2015;Royals won by 6 wickets (with 0 balls remaining);Sunrisers Hyderabad;;127;5;Rajasthan Royals;131;4¾;20 ov)
S Dhawan;2;10;12;2;0;83.33;18;Sunrisers Hyderabad;11th match (N), Pepsi Indian Premier League at Visakhapatnam, Apr 16 2015;Royals won by 6 wickets (with 0 balls remaining);Sunrisers Hyderabad;;127;5;Rajasthan Royals;131;4¾;20 ov)
KL Rahul;3;2;5;0;0;40;8;Sunrisers Hyderabad;11th match (N), Pepsi Indian Premier League at Visakhapatnam, Apr 16 2015;Royals won by 6 wickets (with 0 balls remaining);Sunrisers Hyderabad;;127;5;Rajasthan Royals;131;4¾;20 ov)
NV Ojha æ;4;25;32;3;0;78.12;44;Sunrisers Hyderabad;11th match (N), Pepsi Indian Premier League at Visakhapatnam, Apr 16 2015;Royals won by 6 wickets (with 0 balls remaining);Sunrisers Hyderabad;;127;5;Rajasthan Royals;131;4¾;20 ov)
EJG Morgan;5;27;30;2;1;90;52;Sunrisers Hyderabad;11th match (N), Pepsi Indian Premier League at Visakhapatnam, Apr 16 2015;Royals won by 6 wickets (with 0 balls remaining);Sunrisers Hyderabad;;127;5;Rajasthan Royals;131;4¾;20 ov)
RS Bopara;6;23;19;1;1;121.05;25;Sunrisers Hyderabad;11th match (N), Pepsi Indian Premier League at Visakhapatnam, Apr 16 2015;Royals won by 6 wickets (with 0 balls remaining);Sunrisers Hyderabad;;127;5;Rajasthan Royals;131;4¾;20 ov)
A Ashish Reddy;7;15;9;0;1;144.44;13;Sunrisers Hyderabad;11th match (N), Pepsi Indian Premier League at Visakhapatnam, Apr 16 2015;Royals won by 6 wickets (with 0 balls remaining);Sunrisers Hyderabad;;127;5;Rajasthan Royals;131;4¾;20 ov)
AM Rahane;1;62;56;9;0;110.71;86;Rajasthan Royals;11th match (N), Pepsi Indian Premier League at Visakhapatnam, Apr 16 2015;Royals won by 6 wickets (with 0 balls remaining);Sunrisers Hyderabad;;127;5;Rajasthan Royals;131;4¾;20 ov)
SV Samson æ;2;26;30;2;0;86.66;47;Rajasthan Royals;11th match (N), Pepsi Indian Premier League at Visakhapatnam, Apr 16 2015;Royals won by 6 wickets (with 0 balls remaining);Sunrisers Hyderabad;;127;5;Rajasthan Royals;131;4¾;20 ov)
SPD Smith (c);3;13;10;2;0;130;11;Rajasthan Royals;11th match (N), Pepsi Indian Premier League at Visakhapatnam, Apr 16 2015;Royals won by 6 wickets (with 0 balls remaining);Sunrisers Hyderabad;;127;5;Rajasthan Royals;131;4¾;20 ov)
KK Nair;4;1;5;0;0;20;7;Rajasthan Royals;11th match (N), Pepsi Indian Premier League at Visakhapatnam, Apr 16 2015;Royals won by 6 wickets (with 0 balls remaining);Sunrisers Hyderabad;;127;5;Rajasthan Royals;131;4¾;20 ov)
STR Binny;5;16;14;1;0;114.28;29;Rajasthan Royals;11th match (N), Pepsi Indian Premier League at Visakhapatnam, Apr 16 2015;Royals won by 6 wickets (with 0 balls remaining);Sunrisers Hyderabad;;127;5;Rajasthan Royals;131;4¾;20 ov)
JP Faulkner;6;6;5;1;0;120;10;Rajasthan Royals;11th match (N), Pepsi Indian Premier League at Visakhapatnam, Apr 16 2015;Royals won by 6 wickets (with 0 balls remaining);Sunrisers Hyderabad;;127;5;Rajasthan Royals;131;4¾;20 ov)
LMP Simmons;1;5;13;1;0;38.46;18;Mumbai Indians;12th match (N), Pepsi Indian Premier League at Mumbai, Apr 17 2015;Super Kings won by 6 wickets (with 20 balls remaining);Mumbai Indians;;183;7;Chennai Super Kings;189;4¾;16,4/20 ov)
PA Patel æ;2;0;1;0;0;0;2;Mumbai Indians;12th match (N), Pepsi Indian Premier League at Mumbai, Apr 17 2015;Super Kings won by 6 wickets (with 20 balls remaining);Mumbai Indians;;183;7;Chennai Super Kings;189;4¾;16,4/20 ov)
CJ Anderson;3;4;7;1;0;57.14;11;Mumbai Indians;12th match (N), Pepsi Indian Premier League at Mumbai, Apr 17 2015;Super Kings won by 6 wickets (with 20 balls remaining);Mumbai Indians;;183;7;Chennai Super Kings;189;4¾;16,4/20 ov)
RG Sharma (c);4;50;31;5;1;161.29;60;Mumbai Indians;12th match (N), Pepsi Indian Premier League at Mumbai, Apr 17 2015;Super Kings won by 6 wickets (with 20 balls remaining);Mumbai Indians;;183;7;Chennai Super Kings;189;4¾;16,4/20 ov)
Harbhajan Singh;5;24;21;2;1;114.28;29;Mumbai Indians;12th match (N), Pepsi Indian Premier League at Mumbai, Apr 17 2015;Super Kings won by 6 wickets (with 20 balls remaining);Mumbai Indians;;183;7;Chennai Super Kings;189;4¾;16,4/20 ov)
KA Pollard;6;64;30;4;5;213.33;54;Mumbai Indians;12th match (N), Pepsi Indian Premier League at Mumbai, Apr 17 2015;Super Kings won by 6 wickets (with 20 balls remaining);Mumbai Indians;;183;7;Chennai Super Kings;189;4¾;16,4/20 ov)
AT Rayudu;7;29;16;1;3;181.25;26;Mumbai Indians;12th match (N), Pepsi Indian Premier League at Mumbai, Apr 17 2015;Super Kings won by 6 wickets (with 20 balls remaining);Mumbai Indians;;183;7;Chennai Super Kings;189;4¾;16,4/20 ov)
DR Smith;1;62;30;8;4;206.66;45;Chennai Super Kings;12th match (N), Pepsi Indian Premier League at Mumbai, Apr 17 2015;Super Kings won by 6 wickets (with 20 balls remaining);Mumbai Indians;;183;7;Chennai Super Kings;189;4¾;16,4/20 ov)
BB McCullum;2;46;20;6;2;230;42;Chennai Super Kings;12th match (N), Pepsi Indian Premier League at Mumbai, Apr 17 2015;Super Kings won by 6 wickets (with 20 balls remaining);Mumbai Indians;;183;7;Chennai Super Kings;189;4¾;16,4/20 ov)
SK Raina;3;43;29;4;2;148.27;51;Chennai Super Kings;12th match (N), Pepsi Indian Premier League at Mumbai, Apr 17 2015;Super Kings won by 6 wickets (with 20 balls remaining);Mumbai Indians;;183;7;Chennai Super Kings;189;4¾;16,4/20 ov)
F du Plessis;4;11;13;2;0;84.61;20;Chennai Super Kings;12th match (N), Pepsi Indian Premier League at Mumbai, Apr 17 2015;Super Kings won by 6 wickets (with 20 balls remaining);Mumbai Indians;;183;7;Chennai Super Kings;189;4¾;16,4/20 ov)
MS Dhoni (c) æ;5;3;6;0;0;50;14;Chennai Super Kings;12th match (N), Pepsi Indian Premier League at Mumbai, Apr 17 2015;Super Kings won by 6 wickets (with 20 balls remaining);Mumbai Indians;;183;7;Chennai Super Kings;189;4¾;16,4/20 ov)
DJ Bravo;6;13;5;1;1;260;12;Chennai Super Kings;12th match (N), Pepsi Indian Premier League at Mumbai, Apr 17 2015;Super Kings won by 6 wickets (with 20 balls remaining);Mumbai Indians;;183;7;Chennai Super Kings;189;4¾;16,4/20 ov)
MA Agarwal;1;1;3;0;0;33.33;9;Delhi Daredevils;13th match (D/N), Pepsi Indian Premier League at Visakhapatnam, Apr 18 2015;Daredevils won by 4 runs;Delhi Daredevils;;167;4;Sunrisers Hyderabad;163;8¾;20 ov)
SS Iyer;2;60;40;3;5;150;52;Delhi Daredevils;13th match (D/N), Pepsi Indian Premier League at Visakhapatnam, Apr 18 2015;Daredevils won by 4 runs;Delhi Daredevils;;167;4;Sunrisers Hyderabad;163;8¾;20 ov)
JP Duminy (c);3;54;41;5;2;131.7;65;Delhi Daredevils;13th match (D/N), Pepsi Indian Premier League at Visakhapatnam, Apr 18 2015;Daredevils won by 4 runs;Delhi Daredevils;;167;4;Sunrisers Hyderabad;163;8¾;20 ov)
Yuvraj Singh;4;9;13;0;0;69.23;24;Delhi Daredevils;13th match (D/N), Pepsi Indian Premier League at Visakhapatnam, Apr 18 2015;Daredevils won by 4 runs;Delhi Daredevils;;167;4;Sunrisers Hyderabad;163;8¾;20 ov)
AD Mathews;5;15;11;0;1;136.36;20;Delhi Daredevils;13th match (D/N), Pepsi Indian Premier League at Visakhapatnam, Apr 18 2015;Daredevils won by 4 runs;Delhi Daredevils;;167;4;Sunrisers Hyderabad;163;8¾;20 ov)
KM Jadhav æ;6;19;12;1;1;158.33;18;Delhi Daredevils;13th match (D/N), Pepsi Indian Premier League at Visakhapatnam, Apr 18 2015;Daredevils won by 4 runs;Delhi Daredevils;;167;4;Sunrisers Hyderabad;163;8¾;20 ov)
DA Warner (c);1;28;20;4;0;140;35;Sunrisers Hyderabad;13th match (D/N), Pepsi Indian Premier League at Visakhapatnam, Apr 18 2015;Daredevils won by 4 runs;Delhi Daredevils;;167;4;Sunrisers Hyderabad;163;8¾;20 ov)
S Dhawan;2;18;18;3;0;100;32;Sunrisers Hyderabad;13th match (D/N), Pepsi Indian Premier League at Visakhapatnam, Apr 18 2015;Daredevils won by 4 runs;Delhi Daredevils;;167;4;Sunrisers Hyderabad;163;8¾;20 ov)
RS Bopara;3;41;30;1;3;136.66;44;Sunrisers Hyderabad;13th match (D/N), Pepsi Indian Premier League at Visakhapatnam, Apr 18 2015;Daredevils won by 4 runs;Delhi Daredevils;;167;4;Sunrisers Hyderabad;163;8¾;20 ov)
KL Rahul;4;24;21;0;2;114.28;20;Sunrisers Hyderabad;13th match (D/N), Pepsi Indian Premier League at Visakhapatnam, Apr 18 2015;Daredevils won by 4 runs;Delhi Daredevils;;167;4;Sunrisers Hyderabad;163;8¾;20 ov)
NV Ojha æ;5;12;10;1;0;120;15;Sunrisers Hyderabad;13th match (D/N), Pepsi Indian Premier League at Visakhapatnam, Apr 18 2015;Daredevils won by 4 runs;Delhi Daredevils;;167;4;Sunrisers Hyderabad;163;8¾;20 ov)
EJG Morgan;6;1;2;0;0;50;6;Sunrisers Hyderabad;13th match (D/N), Pepsi Indian Premier League at Visakhapatnam, Apr 18 2015;Daredevils won by 4 runs;Delhi Daredevils;;167;4;Sunrisers Hyderabad;163;8¾;20 ov)
A Ashish Reddy;7;15;8;1;1;187.5;16;Sunrisers Hyderabad;13th match (D/N), Pepsi Indian Premier League at Visakhapatnam, Apr 18 2015;Daredevils won by 4 runs;Delhi Daredevils;;167;4;Sunrisers Hyderabad;163;8¾;20 ov)
M Vijay;1;0;4;0;0;0;3;Kings XI Punjab;14th match (N), Pepsi Indian Premier League at Pune, Apr 18 2015;KKR won by 4 wickets (with 13 balls remaining);Kings XI Punjab;;155;9;Kolkata Knight Riders;159;6¾;17,5/20 ov)
V Sehwag;2;11;10;2;0;110;21;Kings XI Punjab;14th match (N), Pepsi Indian Premier League at Pune, Apr 18 2015;KKR won by 4 wickets (with 13 balls remaining);Kings XI Punjab;;155;9;Kolkata Knight Riders;159;6¾;17,5/20 ov)
WP Saha æ;3;15;11;1;1;136.36;14;Kings XI Punjab;14th match (N), Pepsi Indian Premier League at Pune, Apr 18 2015;KKR won by 4 wickets (with 13 balls remaining);Kings XI Punjab;;155;9;Kolkata Knight Riders;159;6¾;17,5/20 ov)
GJ Maxwell;4;33;26;2;2;126.92;34;Kings XI Punjab;14th match (N), Pepsi Indian Premier League at Pune, Apr 18 2015;KKR won by 4 wickets (with 13 balls remaining);Kings XI Punjab;;155;9;Kolkata Knight Riders;159;6¾;17,5/20 ov)
GJ Bailey (c);5;60;45;5;2;133.33;69;Kings XI Punjab;14th match (N), Pepsi Indian Premier League at Pune, Apr 18 2015;KKR won by 4 wickets (with 13 balls remaining);Kings XI Punjab;;155;9;Kolkata Knight Riders;159;6¾;17,5/20 ov)
NLTC Perera;6;9;8;0;1;112.5;9;Kings XI Punjab;14th match (N), Pepsi Indian Premier League at Pune, Apr 18 2015;KKR won by 4 wickets (with 13 balls remaining);Kings XI Punjab;;155;9;Kolkata Knight Riders;159;6¾;17,5/20 ov)
Gurkeerat Singh;7;11;10;0;1;110;15;Kings XI Punjab;14th match (N), Pepsi Indian Premier League at Pune, Apr 18 2015;KKR won by 4 wickets (with 13 balls remaining);Kings XI Punjab;;155;9;Kolkata Knight Riders;159;6¾;17,5/20 ov)
RV Uthappa æ;1;13;10;2;0;130;11;Kolkata Knight Riders;14th match (N), Pepsi Indian Premier League at Pune, Apr 18 2015;KKR won by 4 wickets (with 13 balls remaining);Kings XI Punjab;;155;9;Kolkata Knight Riders;159;6¾;17,5/20 ov)
G Gambhir (c);2;11;19;1;0;57.89;40;Kolkata Knight Riders;14th match (N), Pepsi Indian Premier League at Pune, Apr 18 2015;KKR won by 4 wickets (with 13 balls remaining);Kings XI Punjab;;155;9;Kolkata Knight Riders;159;6¾;17,5/20 ov)
MK Pandey;3;12;6;2;0;200;10;Kolkata Knight Riders;14th match (N), Pepsi Indian Premier League at Pune, Apr 18 2015;KKR won by 4 wickets (with 13 balls remaining);Kings XI Punjab;;155;9;Kolkata Knight Riders;159;6¾;17,5/20 ov)
SA Yadav;4;23;10;2;2;230;12;Kolkata Knight Riders;14th match (N), Pepsi Indian Premier League at Pune, Apr 18 2015;KKR won by 4 wickets (with 13 balls remaining);Kings XI Punjab;;155;9;Kolkata Knight Riders;159;6¾;17,5/20 ov)
YK Pathan;5;28;24;4;0;116.66;58;Kolkata Knight Riders;14th match (N), Pepsi Indian Premier League at Pune, Apr 18 2015;KKR won by 4 wickets (with 13 balls remaining);Kings XI Punjab;;155;9;Kolkata Knight Riders;159;6¾;17,5/20 ov)
RN ten Doeschate;6;0;1;0;0;0;2;Kolkata Knight Riders;14th match (N), Pepsi Indian Premier League at Pune, Apr 18 2015;KKR won by 4 wickets (with 13 balls remaining);Kings XI Punjab;;155;9;Kolkata Knight Riders;159;6¾;17,5/20 ov)
AD Russell;7;66;36;9;2;183.33;48;Kolkata Knight Riders;14th match (N), Pepsi Indian Premier League at Pune, Apr 18 2015;KKR won by 4 wickets (with 13 balls remaining);Kings XI Punjab;;155;9;Kolkata Knight Riders;159;6¾;17,5/20 ov)
DR Smith;1;40;29;3;2;137.93;42;Chennai Super Kings;15th match (D/N), Pepsi Indian Premier League at Ahmedabad, Apr 19 2015;Royals won by 8 wickets (with 10 balls remaining);Chennai Super Kings;;156;4;Rajasthan Royals;157;2¾;18,2/20 ov)
BB McCullum;2;12;7;3;0;171.42;10;Chennai Super Kings;15th match (D/N), Pepsi Indian Premier League at Ahmedabad, Apr 19 2015;Royals won by 8 wickets (with 10 balls remaining);Chennai Super Kings;;156;4;Rajasthan Royals;157;2¾;18,2/20 ov)
SK Raina;3;4;8;0;0;50;12;Chennai Super Kings;15th match (D/N), Pepsi Indian Premier League at Ahmedabad, Apr 19 2015;Royals won by 8 wickets (with 10 balls remaining);Chennai Super Kings;;156;4;Rajasthan Royals;157;2¾;18,2/20 ov)
F du Plessis;4;1;3;0;0;33.33;5;Chennai Super Kings;15th match (D/N), Pepsi Indian Premier League at Ahmedabad, Apr 19 2015;Royals won by 8 wickets (with 10 balls remaining);Chennai Super Kings;;156;4;Rajasthan Royals;157;2¾;18,2/20 ov)
DJ Bravo;5;62;36;8;1;172.22;65;Chennai Super Kings;15th match (D/N), Pepsi Indian Premier League at Ahmedabad, Apr 19 2015;Royals won by 8 wickets (with 10 balls remaining);Chennai Super Kings;;156;4;Rajasthan Royals;157;2¾;18,2/20 ov)
MS Dhoni (c) æ;6;31;37;4;0;83.78;52;Chennai Super Kings;15th match (D/N), Pepsi Indian Premier League at Ahmedabad, Apr 19 2015;Royals won by 8 wickets (with 10 balls remaining);Chennai Super Kings;;156;4;Rajasthan Royals;157;2¾;18,2/20 ov)
AM Rahane;1;76;55;6;2;138.18;86;Rajasthan Royals;15th match (D/N), Pepsi Indian Premier League at Ahmedabad, Apr 19 2015;Royals won by 8 wickets (with 10 balls remaining);Chennai Super Kings;;156;4;Rajasthan Royals;157;2¾;18,2/20 ov)
SR Watson (c);2;73;47;6;4;155.31;75;Rajasthan Royals;15th match (D/N), Pepsi Indian Premier League at Ahmedabad, Apr 19 2015;Royals won by 8 wickets (with 10 balls remaining);Chennai Super Kings;;156;4;Rajasthan Royals;157;2¾;18,2/20 ov)
SPD Smith;3;6;7;0;0;85.71;8;Rajasthan Royals;15th match (D/N), Pepsi Indian Premier League at Ahmedabad, Apr 19 2015;Royals won by 8 wickets (with 10 balls remaining);Chennai Super Kings;;156;4;Rajasthan Royals;157;2¾;18,2/20 ov)
KK Nair;4;1;1;0;0;100;1;Rajasthan Royals;15th match (D/N), Pepsi Indian Premier League at Ahmedabad, Apr 19 2015;Royals won by 8 wickets (with 10 balls remaining);Chennai Super Kings;;156;4;Rajasthan Royals;157;2¾;18,2/20 ov)
LMP Simmons;1;59;44;9;2;134.09;56;Mumbai Indians;16th match (N), Pepsi Indian Premier League at Bengaluru, Apr 19 2015;Mum Indians won by 18 runs;Mumbai Indians;;209;7;Royal Challengers Bangalore;191;7¾;20 ov)
PA Patel æ;2;12;13;2;0;92.3;25;Mumbai Indians;16th match (N), Pepsi Indian Premier League at Bengaluru, Apr 19 2015;Mum Indians won by 18 runs;Mumbai Indians;;209;7;Royal Challengers Bangalore;191;7¾;20 ov)
UBT Chand;3;58;37;8;2;156.75;50;Mumbai Indians;16th match (N), Pepsi Indian Premier League at Bengaluru, Apr 19 2015;Mum Indians won by 18 runs;Mumbai Indians;;209;7;Royal Challengers Bangalore;191;7¾;20 ov)
RG Sharma (c);4;42;15;3;4;280;28;Mumbai Indians;16th match (N), Pepsi Indian Premier League at Bengaluru, Apr 19 2015;Mum Indians won by 18 runs;Mumbai Indians;;209;7;Royal Challengers Bangalore;191;7¾;20 ov)
KA Pollard;5;5;3;1;0;166.66;4;Mumbai Indians;16th match (N), Pepsi Indian Premier League at Bengaluru, Apr 19 2015;Mum Indians won by 18 runs;Mumbai Indians;;209;7;Royal Challengers Bangalore;191;7¾;20 ov)
AT Rayudu;6;0;1;0;0;0;1;Mumbai Indians;16th match (N), Pepsi Indian Premier League at Bengaluru, Apr 19 2015;Mum Indians won by 18 runs;Mumbai Indians;;209;7;Royal Challengers Bangalore;191;7¾;20 ov)
Harbhajan Singh;7;0;1;0;0;0;6;Mumbai Indians;16th match (N), Pepsi Indian Premier League at Bengaluru, Apr 19 2015;Mum Indians won by 18 runs;Mumbai Indians;;209;7;Royal Challengers Bangalore;191;7¾;20 ov)
CH Gayle;1;10;24;0;0;41.66;42;Royal Challengers Bangalore;16th match (N), Pepsi Indian Premier League at Bengaluru, Apr 19 2015;Mum Indians won by 18 runs;Mumbai Indians;;209;7;Royal Challengers Bangalore;191;7¾;20 ov)
MS Bisla;2;20;16;3;1;125;26;Royal Challengers Bangalore;16th match (N), Pepsi Indian Premier League at Bengaluru, Apr 19 2015;Mum Indians won by 18 runs;Mumbai Indians;;209;7;Royal Challengers Bangalore;191;7¾;20 ov)
V Kohli (c);3;18;18;1;1;100;28;Royal Challengers Bangalore;16th match (N), Pepsi Indian Premier League at Bengaluru, Apr 19 2015;Mum Indians won by 18 runs;Mumbai Indians;;209;7;Royal Challengers Bangalore;191;7¾;20 ov)
KD Karthik æ;4;18;11;1;1;163.63;23;Royal Challengers Bangalore;16th match (N), Pepsi Indian Premier League at Bengaluru, Apr 19 2015;Mum Indians won by 18 runs;Mumbai Indians;;209;7;Royal Challengers Bangalore;191;7¾;20 ov)
AB de Villiers;5;41;11;5;3;372.72;22;Royal Challengers Bangalore;16th match (N), Pepsi Indian Premier League at Bengaluru, Apr 19 2015;Mum Indians won by 18 runs;Mumbai Indians;;209;7;Royal Challengers Bangalore;191;7¾;20 ov)
RR Rossouw;6;0;1;0;0;0;6;Royal Challengers Bangalore;16th match (N), Pepsi Indian Premier League at Bengaluru, Apr 19 2015;Mum Indians won by 18 runs;Mumbai Indians;;209;7;Royal Challengers Bangalore;191;7¾;20 ov)
D Wiese;7;47;25;6;2;188;35;Royal Challengers Bangalore;16th match (N), Pepsi Indian Premier League at Bengaluru, Apr 19 2015;Mum Indians won by 18 runs;Mumbai Indians;;209;7;Royal Challengers Bangalore;191;7¾;20 ov)
MA Agarwal;1;1;8;0;0;12.5;7;Delhi Daredevils;17th match (N), Pepsi Indian Premier League at Delhi, Apr 20 2015;KKR won by 6 wickets (with 11 balls remaining);Delhi Daredevils;;146;8;Kolkata Knight Riders;147;4¾;18,1/20 ov)
SS Iyer;2;31;24;3;1;129.16;38;Delhi Daredevils;17th match (N), Pepsi Indian Premier League at Delhi, Apr 20 2015;KKR won by 6 wickets (with 11 balls remaining);Delhi Daredevils;;146;8;Kolkata Knight Riders;147;4¾;18,1/20 ov)
JP Duminy (c);3;5;8;1;0;62.5;13;Delhi Daredevils;17th match (N), Pepsi Indian Premier League at Delhi, Apr 20 2015;KKR won by 6 wickets (with 11 balls remaining);Delhi Daredevils;;146;8;Kolkata Knight Riders;147;4¾;18,1/20 ov)
MK Tiwary;4;32;28;5;0;114.28;40;Delhi Daredevils;17th match (N), Pepsi Indian Premier League at Delhi, Apr 20 2015;KKR won by 6 wickets (with 11 balls remaining);Delhi Daredevils;;146;8;Kolkata Knight Riders;147;4¾;18,1/20 ov)
Yuvraj Singh;5;21;19;2;1;110.52;30;Delhi Daredevils;17th match (N), Pepsi Indian Premier League at Delhi, Apr 20 2015;KKR won by 6 wickets (with 11 balls remaining);Delhi Daredevils;;146;8;Kolkata Knight Riders;147;4¾;18,1/20 ov)
AD Mathews;6;28;21;1;2;133.33;32;Delhi Daredevils;17th match (N), Pepsi Indian Premier League at Delhi, Apr 20 2015;KKR won by 6 wickets (with 11 balls remaining);Delhi Daredevils;;146;8;Kolkata Knight Riders;147;4¾;18,1/20 ov)
KM Jadhav æ;7;12;9;1;1;133.33;15;Delhi Daredevils;17th match (N), Pepsi Indian Premier League at Delhi, Apr 20 2015;KKR won by 6 wickets (with 11 balls remaining);Delhi Daredevils;;146;8;Kolkata Knight Riders;147;4¾;18,1/20 ov)
RV Uthappa æ;1;13;13;2;0;100;19;Kolkata Knight Riders;17th match (N), Pepsi Indian Premier League at Delhi, Apr 20 2015;KKR won by 6 wickets (with 11 balls remaining);Delhi Daredevils;;146;8;Kolkata Knight Riders;147;4¾;18,1/20 ov)
G Gambhir (c);2;60;49;8;0;122.44;88;Kolkata Knight Riders;17th match (N), Pepsi Indian Premier League at Delhi, Apr 20 2015;KKR won by 6 wickets (with 11 balls remaining);Delhi Daredevils;;146;8;Kolkata Knight Riders;147;4¾;18,1/20 ov)
MK Pandey;3;0;3;0;0;0;2;Kolkata Knight Riders;17th match (N), Pepsi Indian Premier League at Delhi, Apr 20 2015;KKR won by 6 wickets (with 11 balls remaining);Delhi Daredevils;;146;8;Kolkata Knight Riders;147;4¾;18,1/20 ov)
SA Yadav;4;24;16;2;1;150;28;Kolkata Knight Riders;17th match (N), Pepsi Indian Premier League at Delhi, Apr 20 2015;KKR won by 6 wickets (with 11 balls remaining);Delhi Daredevils;;146;8;Kolkata Knight Riders;147;4¾;18,1/20 ov)
YK Pathan;5;40;26;6;1;153.84;39;Kolkata Knight Riders;17th match (N), Pepsi Indian Premier League at Delhi, Apr 20 2015;KKR won by 6 wickets (with 11 balls remaining);Delhi Daredevils;;146;8;Kolkata Knight Riders;147;4¾;18,1/20 ov)
RN ten Doeschate;6;3;2;0;0;150;2;Kolkata Knight Riders;17th match (N), Pepsi Indian Premier League at Delhi, Apr 20 2015;KKR won by 6 wickets (with 11 balls remaining);Delhi Daredevils;;146;8;Kolkata Knight Riders;147;4¾;18,1/20 ov)
AM Rahane;1;74;54;6;2;137.03;82;Rajasthan Royals;18th match (N), Pepsi Indian Premier League at Ahmedabad, Apr 21 2015;Match tied (Kings XI won the one-over eliminator);Rajasthan Royals;;191;6;Kings XI Punjab;191;6¾;20 ov)
SR Watson (c);2;45;35;5;2;128.57;52;Rajasthan Royals;18th match (N), Pepsi Indian Premier League at Ahmedabad, Apr 21 2015;Match tied (Kings XI won the one-over eliminator);Rajasthan Royals;;191;6;Kings XI Punjab;191;6¾;20 ov)
DJ Hooda;3;19;9;1;2;211.11;16;Rajasthan Royals;18th match (N), Pepsi Indian Premier League at Ahmedabad, Apr 21 2015;Match tied (Kings XI won the one-over eliminator);Rajasthan Royals;;191;6;Kings XI Punjab;191;6¾;20 ov)
SPD Smith;4;0;1;0;0;0;2;Rajasthan Royals;18th match (N), Pepsi Indian Premier League at Ahmedabad, Apr 21 2015;Match tied (Kings XI won the one-over eliminator);Rajasthan Royals;;191;6;Kings XI Punjab;191;6¾;20 ov)
