Name;Order;Runs;Balls;4s;6s;SR;minutes at crease;Players Team;Match;Result;Team1;;Team1 Innings;Wickets1;Team2;Team2 Innings;Wickets2;
KK Nair;5;25;13;2;1;192.3;20;Rajasthan Royals;18th match (N), Pepsi Indian Premier League at Ahmedabad, Apr 21 2015;Match tied (Kings XI won the one-over eliminator);Rajasthan Royals;;191;6;Kings XI Punjab;191;6¾;20 ov)
JP Faulkner;6;1;3;0;0;33.33;5;Rajasthan Royals;18th match (N), Pepsi Indian Premier League at Ahmedabad, Apr 21 2015;Match tied (Kings XI won the one-over eliminator);Rajasthan Royals;;191;6;Kings XI Punjab;191;6¾;20 ov)
STR Binny;7;12;4;1;1;300;8;Rajasthan Royals;18th match (N), Pepsi Indian Premier League at Ahmedabad, Apr 21 2015;Match tied (Kings XI won the one-over eliminator);Rajasthan Royals;;191;6;Kings XI Punjab;191;6¾;20 ov)
M Vijay;1;21;18;0;2;116.66;29;Kings XI Punjab;18th match (N), Pepsi Indian Premier League at Ahmedabad, Apr 21 2015;Match tied (Kings XI won the one-over eliminator);Rajasthan Royals;;191;6;Kings XI Punjab;191;6¾;20 ov)
V Sehwag (c);2;1;4;0;0;25;9;Kings XI Punjab;18th match (N), Pepsi Indian Premier League at Ahmedabad, Apr 21 2015;Match tied (Kings XI won the one-over eliminator);Rajasthan Royals;;191;6;Kings XI Punjab;191;6¾;20 ov)
SE Marsh;3;65;40;5;3;162.5;53;Kings XI Punjab;18th match (N), Pepsi Indian Premier League at Ahmedabad, Apr 21 2015;Match tied (Kings XI won the one-over eliminator);Rajasthan Royals;;191;6;Kings XI Punjab;191;6¾;20 ov)
GJ Maxwell;4;1;6;0;0;16.66;9;Kings XI Punjab;18th match (N), Pepsi Indian Premier League at Ahmedabad, Apr 21 2015;Match tied (Kings XI won the one-over eliminator);Rajasthan Royals;;191;6;Kings XI Punjab;191;6¾;20 ov)
DA Miller;5;54;30;1;5;180;44;Kings XI Punjab;18th match (N), Pepsi Indian Premier League at Ahmedabad, Apr 21 2015;Match tied (Kings XI won the one-over eliminator);Rajasthan Royals;;191;6;Kings XI Punjab;191;6¾;20 ov)
WP Saha æ;6;19;8;4;0;237.5;14;Kings XI Punjab;18th match (N), Pepsi Indian Premier League at Ahmedabad, Apr 21 2015;Match tied (Kings XI won the one-over eliminator);Rajasthan Royals;;191;6;Kings XI Punjab;191;6¾;20 ov)
AR Patel;7;12;7;1;0;171.42;18;Kings XI Punjab;18th match (N), Pepsi Indian Premier League at Ahmedabad, Apr 21 2015;Match tied (Kings XI won the one-over eliminator);Rajasthan Royals;;191;6;Kings XI Punjab;191;6¾;20 ov)
S Dhawan;1;54;46;4;1;117.39;85;Sunrisers Hyderabad;19th match (D/N), Pepsi Indian Premier League at Visakhapatnam, Apr 22 2015;Sunrisers won by 16 runs (D/L method);Sunrisers Hyderabad;;176;4;Kolkata Knight Riders;101;4¾;12 ov, target 118)
DA Warner (c);2;91;55;9;4;165.45;64;Sunrisers Hyderabad;19th match (D/N), Pepsi Indian Premier League at Visakhapatnam, Apr 22 2015;Sunrisers won by 16 runs (D/L method);Sunrisers Hyderabad;;176;4;Kolkata Knight Riders;101;4¾;12 ov, target 118)
RS Bopara;3;2;4;0;0;50;9;Sunrisers Hyderabad;19th match (D/N), Pepsi Indian Premier League at Visakhapatnam, Apr 22 2015;Sunrisers won by 16 runs (D/L method);Sunrisers Hyderabad;;176;4;Kolkata Knight Riders;101;4¾;12 ov, target 118)
NV Ojha æ;4;18;8;1;2;225;14;Sunrisers Hyderabad;19th match (D/N), Pepsi Indian Premier League at Visakhapatnam, Apr 22 2015;Sunrisers won by 16 runs (D/L method);Sunrisers Hyderabad;;176;4;Kolkata Knight Riders;101;4¾;12 ov, target 118)
MC Henriques;5;7;5;1;0;140;10;Sunrisers Hyderabad;19th match (D/N), Pepsi Indian Premier League at Visakhapatnam, Apr 22 2015;Sunrisers won by 16 runs (D/L method);Sunrisers Hyderabad;;176;4;Kolkata Knight Riders;101;4¾;12 ov, target 118)
KL Rahul;6;0;3;0;0;0;5;Sunrisers Hyderabad;19th match (D/N), Pepsi Indian Premier League at Visakhapatnam, Apr 22 2015;Sunrisers won by 16 runs (D/L method);Sunrisers Hyderabad;;176;4;Kolkata Knight Riders;101;4¾;12 ov, target 118)
RV Uthappa æ;1;34;21;2;2;161.9;27;Kolkata Knight Riders;19th match (D/N), Pepsi Indian Premier League at Visakhapatnam, Apr 22 2015;Sunrisers won by 16 runs (D/L method);Sunrisers Hyderabad;;176;4;Kolkata Knight Riders;101;4¾;12 ov, target 118)
G Gambhir (c);2;4;8;0;0;50;17;Kolkata Knight Riders;19th match (D/N), Pepsi Indian Premier League at Visakhapatnam, Apr 22 2015;Sunrisers won by 16 runs (D/L method);Sunrisers Hyderabad;;176;4;Kolkata Knight Riders;101;4¾;12 ov, target 118)
MK Pandey;3;33;24;3;1;137.5;40;Kolkata Knight Riders;19th match (D/N), Pepsi Indian Premier League at Visakhapatnam, Apr 22 2015;Sunrisers won by 16 runs (D/L method);Sunrisers Hyderabad;;176;4;Kolkata Knight Riders;101;4¾;12 ov, target 118)
AD Russell;4;19;10;1;2;190;13;Kolkata Knight Riders;19th match (D/N), Pepsi Indian Premier League at Visakhapatnam, Apr 22 2015;Sunrisers won by 16 runs (D/L method);Sunrisers Hyderabad;;176;4;Kolkata Knight Riders;101;4¾;12 ov, target 118)
YK Pathan;5;6;7;0;0;85.71;12;Kolkata Knight Riders;19th match (D/N), Pepsi Indian Premier League at Visakhapatnam, Apr 22 2015;Sunrisers won by 16 runs (D/L method);Sunrisers Hyderabad;;176;4;Kolkata Knight Riders;101;4¾;12 ov, target 118)
SA Yadav;6;2;2;0;0;100;3;Kolkata Knight Riders;19th match (D/N), Pepsi Indian Premier League at Visakhapatnam, Apr 22 2015;Sunrisers won by 16 runs (D/L method);Sunrisers Hyderabad;;176;4;Kolkata Knight Riders;101;4¾;12 ov, target 118)
DR Smith;1;39;29;3;3;134.48;39;Chennai Super Kings;20th match (N), Pepsi Indian Premier League at Bengaluru, Apr 22 2015;Super Kings won by 27 runs;Chennai Super Kings;;181;8;Royal Challengers Bangalore;154;8¾;20 ov)
BB McCullum;2;4;6;1;0;66.66;7;Chennai Super Kings;20th match (N), Pepsi Indian Premier League at Bengaluru, Apr 22 2015;Super Kings won by 27 runs;Chennai Super Kings;;181;8;Royal Challengers Bangalore;154;8¾;20 ov)
SK Raina;3;62;32;4;6;193.75;50;Chennai Super Kings;20th match (N), Pepsi Indian Premier League at Bengaluru, Apr 22 2015;Super Kings won by 27 runs;Chennai Super Kings;;181;8;Royal Challengers Bangalore;154;8¾;20 ov)
MS Dhoni (c) æ;4;13;13;2;0;100;25;Chennai Super Kings;20th match (N), Pepsi Indian Premier League at Bengaluru, Apr 22 2015;Super Kings won by 27 runs;Chennai Super Kings;;181;8;Royal Challengers Bangalore;154;8¾;20 ov)
RA Jadeja;5;8;8;1;0;100;13;Chennai Super Kings;20th match (N), Pepsi Indian Premier League at Bengaluru, Apr 22 2015;Super Kings won by 27 runs;Chennai Super Kings;;181;8;Royal Challengers Bangalore;154;8¾;20 ov)
F du Plessis;6;33;18;4;1;183.33;30;Chennai Super Kings;20th match (N), Pepsi Indian Premier League at Bengaluru, Apr 22 2015;Super Kings won by 27 runs;Chennai Super Kings;;181;8;Royal Challengers Bangalore;154;8¾;20 ov)
DJ Bravo;7;5;4;1;0;125;10;Chennai Super Kings;20th match (N), Pepsi Indian Premier League at Bengaluru, Apr 22 2015;Super Kings won by 27 runs;Chennai Super Kings;;181;8;Royal Challengers Bangalore;154;8¾;20 ov)
MS Bisla;1;17;14;3;0;121.42;17;Royal Challengers Bangalore;20th match (N), Pepsi Indian Premier League at Bengaluru, Apr 22 2015;Super Kings won by 27 runs;Chennai Super Kings;;181;8;Royal Challengers Bangalore;154;8¾;20 ov)
RR Rossouw;2;14;9;1;1;155.55;20;Royal Challengers Bangalore;20th match (N), Pepsi Indian Premier League at Bengaluru, Apr 22 2015;Super Kings won by 27 runs;Chennai Super Kings;;181;8;Royal Challengers Bangalore;154;8¾;20 ov)
V Kohli (c);3;51;42;4;2;121.42;61;Royal Challengers Bangalore;20th match (N), Pepsi Indian Premier League at Bengaluru, Apr 22 2015;Super Kings won by 27 runs;Chennai Super Kings;;181;8;Royal Challengers Bangalore;154;8¾;20 ov)
KD Karthik æ;4;10;11;1;0;90.9;21;Royal Challengers Bangalore;20th match (N), Pepsi Indian Premier League at Bengaluru, Apr 22 2015;Super Kings won by 27 runs;Chennai Super Kings;;181;8;Royal Challengers Bangalore;154;8¾;20 ov)
AB de Villiers;5;14;10;0;2;140;14;Royal Challengers Bangalore;20th match (N), Pepsi Indian Premier League at Bengaluru, Apr 22 2015;Super Kings won by 27 runs;Chennai Super Kings;;181;8;Royal Challengers Bangalore;154;8¾;20 ov)
SN Khan;6;11;7;0;1;157.14;9;Royal Challengers Bangalore;20th match (N), Pepsi Indian Premier League at Bengaluru, Apr 22 2015;Super Kings won by 27 runs;Chennai Super Kings;;181;8;Royal Challengers Bangalore;154;8¾;20 ov)
D Wiese;7;22;20;2;1;110;30;Royal Challengers Bangalore;20th match (N), Pepsi Indian Premier League at Bengaluru, Apr 22 2015;Super Kings won by 27 runs;Chennai Super Kings;;181;8;Royal Challengers Bangalore;154;8¾;20 ov)
MA Agarwal;1;1;2;0;0;50;2;Delhi Daredevils;21st match (N), Pepsi Indian Premier League at Delhi, Apr 23 2015;Daredevils won by 37 runs;Delhi Daredevils;;190;4;Mumbai Indians;153;9¾;20 ov)
SS Iyer;2;83;56;7;5;148.21;78;Delhi Daredevils;21st match (N), Pepsi Indian Premier League at Delhi, Apr 23 2015;Daredevils won by 37 runs;Delhi Daredevils;;190;4;Mumbai Indians;153;9¾;20 ov)
JP Duminy (c);3;78;50;3;6;156;95;Delhi Daredevils;21st match (N), Pepsi Indian Premier League at Delhi, Apr 23 2015;Daredevils won by 37 runs;Delhi Daredevils;;190;4;Mumbai Indians;153;9¾;20 ov)
AD Mathews;4;17;8;3;0;212.5;8;Delhi Daredevils;21st match (N), Pepsi Indian Premier League at Delhi, Apr 23 2015;Daredevils won by 37 runs;Delhi Daredevils;;190;4;Mumbai Indians;153;9¾;20 ov)
Yuvraj Singh;5;2;4;0;0;50;7;Delhi Daredevils;21st match (N), Pepsi Indian Premier League at Delhi, Apr 23 2015;Daredevils won by 37 runs;Delhi Daredevils;;190;4;Mumbai Indians;153;9¾;20 ov)
KM Jadhav æ;6;1;1;0;0;100;2;Delhi Daredevils;21st match (N), Pepsi Indian Premier League at Delhi, Apr 23 2015;Daredevils won by 37 runs;Delhi Daredevils;;190;4;Mumbai Indians;153;9¾;20 ov)
LMP Simmons;1;15;14;3;0;107.14;22;Mumbai Indians;21st match (N), Pepsi Indian Premier League at Delhi, Apr 23 2015;Daredevils won by 37 runs;Delhi Daredevils;;190;4;Mumbai Indians;153;9¾;20 ov)
PA Patel æ;2;28;19;4;1;147.36;30;Mumbai Indians;21st match (N), Pepsi Indian Premier League at Delhi, Apr 23 2015;Daredevils won by 37 runs;Delhi Daredevils;;190;4;Mumbai Indians;153;9¾;20 ov)
UBT Chand;3;14;11;2;0;127.27;20;Mumbai Indians;21st match (N), Pepsi Indian Premier League at Delhi, Apr 23 2015;Daredevils won by 37 runs;Delhi Daredevils;;190;4;Mumbai Indians;153;9¾;20 ov)
RG Sharma (c);4;30;24;0;2;125;40;Mumbai Indians;21st match (N), Pepsi Indian Premier League at Delhi, Apr 23 2015;Daredevils won by 37 runs;Delhi Daredevils;;190;4;Mumbai Indians;153;9¾;20 ov)
KA Pollard;5;10;8;0;1;125;7;Mumbai Indians;21st match (N), Pepsi Indian Premier League at Delhi, Apr 23 2015;Daredevils won by 37 runs;Delhi Daredevils;;190;4;Mumbai Indians;153;9¾;20 ov)
AT Rayudu;6;30;22;3;1;136.36;25;Mumbai Indians;21st match (N), Pepsi Indian Premier League at Delhi, Apr 23 2015;Daredevils won by 37 runs;Delhi Daredevils;;190;4;Mumbai Indians;153;9¾;20 ov)
HH Pandya;7;0;1;0;0;0;3;Mumbai Indians;21st match (N), Pepsi Indian Premier League at Delhi, Apr 23 2015;Daredevils won by 37 runs;Delhi Daredevils;;190;4;Mumbai Indians;153;9¾;20 ov)
AM Rahane;1;18;12;2;1;150;23;Rajasthan Royals;22nd match (N), Pepsi Indian Premier League at Ahmedabad, Apr 24 2015;RCB won by 9 wickets (with 23 balls remaining);Rajasthan Royals;;130;9;Royal Challengers Bangalore;134;1¾;16,1/20 ov)
SR Watson (c);2;26;22;4;1;118.18;26;Rajasthan Royals;22nd match (N), Pepsi Indian Premier League at Ahmedabad, Apr 24 2015;RCB won by 9 wickets (with 23 balls remaining);Rajasthan Royals;;130;9;Royal Challengers Bangalore;134;1¾;16,1/20 ov)
SPD Smith;3;31;28;2;0;110.71;60;Rajasthan Royals;22nd match (N), Pepsi Indian Premier League at Ahmedabad, Apr 24 2015;RCB won by 9 wickets (with 23 balls remaining);Rajasthan Royals;;130;9;Royal Challengers Bangalore;134;1¾;16,1/20 ov)
KK Nair;4;16;14;0;1;114.28;23;Rajasthan Royals;22nd match (N), Pepsi Indian Premier League at Ahmedabad, Apr 24 2015;RCB won by 9 wickets (with 23 balls remaining);Rajasthan Royals;;130;9;Royal Challengers Bangalore;134;1¾;16,1/20 ov)
DJ Hooda;5;1;3;0;0;33.33;6;Rajasthan Royals;22nd match (N), Pepsi Indian Premier League at Ahmedabad, Apr 24 2015;RCB won by 9 wickets (with 23 balls remaining);Rajasthan Royals;;130;9;Royal Challengers Bangalore;134;1¾;16,1/20 ov)
SV Samson æ;6;4;7;0;0;57.14;4;Rajasthan Royals;22nd match (N), Pepsi Indian Premier League at Ahmedabad, Apr 24 2015;RCB won by 9 wickets (with 23 balls remaining);Rajasthan Royals;;130;9;Royal Challengers Bangalore;134;1¾;16,1/20 ov)
STR Binny;7;25;20;2;0;100;20;Rajasthan Royals;22nd match (N), Pepsi Indian Premier League at Ahmedabad, Apr 24 2015;RCB won by 9 wickets (with 23 balls remaining);Rajasthan Royals;;130;9;Royal Challengers Bangalore;134;1¾;16,1/20 ov)
CH Gayle;1;20;17;3;1;117.64;18;Royal Challengers Bangalore;22nd match (N), Pepsi Indian Premier League at Ahmedabad, Apr 24 2015;RCB won by 9 wickets (with 23 balls remaining);Rajasthan Royals;;130;9;Royal Challengers Bangalore;134;1¾;16,1/20 ov)
V Kohli (c);2;62;46;1;3;134.78;67;Royal Challengers Bangalore;22nd match (N), Pepsi Indian Premier League at Ahmedabad, Apr 24 2015;RCB won by 9 wickets (with 23 balls remaining);Rajasthan Royals;;130;9;Royal Challengers Bangalore;134;1¾;16,1/20 ov)
AB de Villiers;3;47;34;6;0;138.23;48;Royal Challengers Bangalore;22nd match (N), Pepsi Indian Premier League at Ahmedabad, Apr 24 2015;RCB won by 9 wickets (with 23 balls remaining);Rajasthan Royals;;130;9;Royal Challengers Bangalore;134;1¾;16,1/20 ov)
LMP Simmons;1;51;42;6;1;121.42;56;Mumbai Indians;23rd match (D/N), Pepsi Indian Premier League at Mumbai, Apr 25 2015;Mum Indians won by 20 runs;Mumbai Indians;;157;8;Sunrisers Hyderabad;137;8¾;20 ov)
PA Patel æ;2;17;17;3;0;100;26;Mumbai Indians;23rd match (D/N), Pepsi Indian Premier League at Mumbai, Apr 25 2015;Mum Indians won by 20 runs;Mumbai Indians;;157;8;Sunrisers Hyderabad;137;8¾;20 ov)
UBT Chand;3;5;4;1;0;125;6;Mumbai Indians;23rd match (D/N), Pepsi Indian Premier League at Mumbai, Apr 25 2015;Mum Indians won by 20 runs;Mumbai Indians;;157;8;Sunrisers Hyderabad;137;8¾;20 ov)
RG Sharma (c);4;24;15;2;1;160;30;Mumbai Indians;23rd match (D/N), Pepsi Indian Premier League at Mumbai, Apr 25 2015;Mum Indians won by 20 runs;Mumbai Indians;;157;8;Sunrisers Hyderabad;137;8¾;20 ov)
KA Pollard;5;33;24;3;1;137.5;39;Mumbai Indians;23rd match (D/N), Pepsi Indian Premier League at Mumbai, Apr 25 2015;Mum Indians won by 20 runs;Mumbai Indians;;157;8;Sunrisers Hyderabad;137;8¾;20 ov)
AT Rayudu;6;7;7;1;0;100;15;Mumbai Indians;23rd match (D/N), Pepsi Indian Premier League at Mumbai, Apr 25 2015;Mum Indians won by 20 runs;Mumbai Indians;;157;8;Sunrisers Hyderabad;137;8¾;20 ov)
Harbhajan Singh;7;0;4;0;0;0;4;Mumbai Indians;23rd match (D/N), Pepsi Indian Premier League at Mumbai, Apr 25 2015;Mum Indians won by 20 runs;Mumbai Indians;;157;8;Sunrisers Hyderabad;137;8¾;20 ov)
S Dhawan;1;42;29;7;1;144.82;29;Sunrisers Hyderabad;23rd match (D/N), Pepsi Indian Premier League at Mumbai, Apr 25 2015;Mum Indians won by 20 runs;Mumbai Indians;;157;8;Sunrisers Hyderabad;137;8¾;20 ov)
DA Warner (c);2;9;7;2;0;128.57;22;Sunrisers Hyderabad;23rd match (D/N), Pepsi Indian Premier League at Mumbai, Apr 25 2015;Mum Indians won by 20 runs;Mumbai Indians;;157;8;Sunrisers Hyderabad;137;8¾;20 ov)
KL Rahul;3;25;27;0;1;92.59;44;Sunrisers Hyderabad;23rd match (D/N), Pepsi Indian Premier League at Mumbai, Apr 25 2015;Mum Indians won by 20 runs;Mumbai Indians;;157;8;Sunrisers Hyderabad;137;8¾;20 ov)
NV Ojha æ;4;9;9;0;0;100;10;Sunrisers Hyderabad;23rd match (D/N), Pepsi Indian Premier League at Mumbai, Apr 25 2015;Mum Indians won by 20 runs;Mumbai Indians;;157;8;Sunrisers Hyderabad;137;8¾;20 ov)
RS Bopara;5;23;27;1;0;85.18;45;Sunrisers Hyderabad;23rd match (D/N), Pepsi Indian Premier League at Mumbai, Apr 25 2015;Mum Indians won by 20 runs;Mumbai Indians;;157;8;Sunrisers Hyderabad;137;8¾;20 ov)
GH Vihari;6;16;10;3;0;160;23;Sunrisers Hyderabad;23rd match (D/N), Pepsi Indian Premier League at Mumbai, Apr 25 2015;Mum Indians won by 20 runs;Mumbai Indians;;157;8;Sunrisers Hyderabad;137;8¾;20 ov)
KV Sharma;7;2;5;0;0;40;13;Sunrisers Hyderabad;23rd match (D/N), Pepsi Indian Premier League at Mumbai, Apr 25 2015;Mum Indians won by 20 runs;Mumbai Indians;;157;8;Sunrisers Hyderabad;137;8¾;20 ov)
DR Smith;1;26;13;3;2;200;19;Chennai Super Kings;24th match (N), Pepsi Indian Premier League at Chennai, Apr 25 2015;Super Kings won by 97 runs;Chennai Super Kings;;192;3;Kings XI Punjab;95;9¾;20 ov)
BB McCullum;2;66;44;8;3;150;60;Chennai Super Kings;24th match (N), Pepsi Indian Premier League at Chennai, Apr 25 2015;Super Kings won by 97 runs;Chennai Super Kings;;192;3;Kings XI Punjab;95;9¾;20 ov)
SK Raina;3;29;26;4;0;111.53;57;Chennai Super Kings;24th match (N), Pepsi Indian Premier League at Chennai, Apr 25 2015;Super Kings won by 97 runs;Chennai Super Kings;;192;3;Kings XI Punjab;95;9¾;20 ov)
MS Dhoni (c) æ;4;41;27;2;2;151.85;38;Chennai Super Kings;24th match (N), Pepsi Indian Premier League at Chennai, Apr 25 2015;Super Kings won by 97 runs;Chennai Super Kings;;192;3;Kings XI Punjab;95;9¾;20 ov)
RA Jadeja;5;18;11;2;0;163.63;21;Chennai Super Kings;24th match (N), Pepsi Indian Premier League at Chennai, Apr 25 2015;Super Kings won by 97 runs;Chennai Super Kings;;192;3;Kings XI Punjab;95;9¾;20 ov)
M Vijay;1;34;32;4;1;106.25;44;Kings XI Punjab;24th match (N), Pepsi Indian Premier League at Chennai, Apr 25 2015;Super Kings won by 97 runs;Chennai Super Kings;;192;3;Kings XI Punjab;95;9¾;20 ov)
V Sehwag;2;1;2;0;0;50;3;Kings XI Punjab;24th match (N), Pepsi Indian Premier League at Chennai, Apr 25 2015;Super Kings won by 97 runs;Chennai Super Kings;;192;3;Kings XI Punjab;95;9¾;20 ov)
SE Marsh;3;10;10;1;0;100;20;Kings XI Punjab;24th match (N), Pepsi Indian Premier League at Chennai, Apr 25 2015;Super Kings won by 97 runs;Chennai Super Kings;;192;3;Kings XI Punjab;95;9¾;20 ov)
GJ Bailey (c);4;1;3;0;0;33.33;5;Kings XI Punjab;24th match (N), Pepsi Indian Premier League at Chennai, Apr 25 2015;Super Kings won by 97 runs;Chennai Super Kings;;192;3;Kings XI Punjab;95;9¾;20 ov)
DA Miller;5;3;9;0;0;33.33;9;Kings XI Punjab;24th match (N), Pepsi Indian Premier League at Chennai, Apr 25 2015;Super Kings won by 97 runs;Chennai Super Kings;;192;3;Kings XI Punjab;95;9¾;20 ov)
WP Saha æ;6;15;23;0;0;65.21;35;Kings XI Punjab;24th match (N), Pepsi Indian Premier League at Chennai, Apr 25 2015;Super Kings won by 97 runs;Chennai Super Kings;;192;3;Kings XI Punjab;95;9¾;20 ov)
AR Patel;7;9;10;0;1;90;6;Kings XI Punjab;24th match (N), Pepsi Indian Premier League at Chennai, Apr 25 2015;Super Kings won by 97 runs;Chennai Super Kings;;192;3;Kings XI Punjab;95;9¾;20 ov)
MA Agarwal;1;27;34;1;1;79.41;66;Delhi Daredevils;26th match (N), Pepsi Indian Premier League at Delhi, Apr 26 2015;RCB won by 10 wickets (with 57 balls remaining);Delhi Daredevils;;95;;Royal Challengers Bangalore;99;0¾;10,3/20 ov)
SS Iyer;2;0;1;0;0;0;3;Delhi Daredevils;26th match (N), Pepsi Indian Premier League at Delhi, Apr 26 2015;RCB won by 10 wickets (with 57 balls remaining);Delhi Daredevils;;95;;Royal Challengers Bangalore;99;0¾;10,3/20 ov)
JP Duminy (c);3;13;14;2;0;92.85;25;Delhi Daredevils;26th match (N), Pepsi Indian Premier League at Delhi, Apr 26 2015;RCB won by 10 wickets (with 57 balls remaining);Delhi Daredevils;;95;;Royal Challengers Bangalore;99;0¾;10,3/20 ov)
Yuvraj Singh;4;2;5;0;0;40;5;Delhi Daredevils;26th match (N), Pepsi Indian Premier League at Delhi, Apr 26 2015;RCB won by 10 wickets (with 57 balls remaining);Delhi Daredevils;;95;;Royal Challengers Bangalore;99;0¾;10,3/20 ov)
AD Mathews;5;0;1;0;0;0;1;Delhi Daredevils;26th match (N), Pepsi Indian Premier League at Delhi, Apr 26 2015;RCB won by 10 wickets (with 57 balls remaining);Delhi Daredevils;;95;;Royal Challengers Bangalore;99;0¾;10,3/20 ov)
KM Jadhav æ;6;33;29;4;0;113.79;55;Delhi Daredevils;26th match (N), Pepsi Indian Premier League at Delhi, Apr 26 2015;RCB won by 10 wickets (with 57 balls remaining);Delhi Daredevils;;95;;Royal Challengers Bangalore;99;0¾;10,3/20 ov)
NM Coulter-Nile;7;4;8;1;0;50;4;Delhi Daredevils;26th match (N), Pepsi Indian Premier League at Delhi, Apr 26 2015;RCB won by 10 wickets (with 57 balls remaining);Delhi Daredevils;;95;;Royal Challengers Bangalore;99;0¾;10,3/20 ov)
CH Gayle;1;62;40;6;4;155;47;Royal Challengers Bangalore;26th match (N), Pepsi Indian Premier League at Delhi, Apr 26 2015;RCB won by 10 wickets (with 57 balls remaining);Delhi Daredevils;;95;;Royal Challengers Bangalore;99;0¾;10,3/20 ov)
V Kohli (c);2;35;23;6;0;152.17;47;Royal Challengers Bangalore;26th match (N), Pepsi Indian Premier League at Delhi, Apr 26 2015;RCB won by 10 wickets (with 57 balls remaining);Delhi Daredevils;;95;;Royal Challengers Bangalore;99;0¾;10,3/20 ov)
DA Warner (c);1;58;41;10;1;141.46;42;Sunrisers Hyderabad;27th match (N), Pepsi Indian Premier League at Chandigarh, Apr 27 2015;Sunrisers won by 20 runs;Sunrisers Hyderabad;;150;6;Kings XI Punjab;130;9¾;20 ov)
S Dhawan;2;1;2;0;0;50;8;Sunrisers Hyderabad;27th match (N), Pepsi Indian Premier League at Chandigarh, Apr 27 2015;Sunrisers won by 20 runs;Sunrisers Hyderabad;;150;6;Kings XI Punjab;130;9¾;20 ov)
GH Vihari;3;9;8;2;0;112.5;18;Sunrisers Hyderabad;27th match (N), Pepsi Indian Premier League at Chandigarh, Apr 27 2015;Sunrisers won by 20 runs;Sunrisers Hyderabad;;150;6;Kings XI Punjab;130;9¾;20 ov)
